Timestamp;Frame;Sts;Lat;Lon;Altitude;Pressure;Temperature;Acceleration X;Acceleration Y;Acceleration Z; Annex 0;Annex 1;
[17:34:19.266] ;e3 70 3c 00 6e 8d c2 19 ad e2 f8 ff b3 01 35 10 f3 ff fc 07 b1 01 e9 ff 00 00 48;72;432180590;-466259;435;3961059;4149;-13;2044;433;-23;0
[17:34:19.775] ;b4 70 3c 00 69 8d c2 19 ac e2 f8 ff b3 01 36 10 f9 ff f9 07 ae 01 e9 ff 00 00 48;72;432180585;-466260;435;3961012;4150;-7;2041;430;-23;0
[17:34:20.284] ;49 71 3c 00 65 8d c2 19 ab e2 f8 ff b3 01 36 10 f3 ff ff 07 b3 01 e9 ff 00 00 48;72;432180581;-466261;435;3961161;4150;-13;2047;435;-23;0
[17:34:20.795] ;3a 71 3c 00 63 8d c2 19 ac e2 f8 ff b3 01 36 10 f8 ff fd 07 ae 01 e9 ff 00 00 48;72;432180579;-466260;435;3961146;4150;-8;2045;430;-23;0
[17:34:21.304] ;27 71 3c 00 5e 8d c2 19 a8 e2 f8 ff b3 01 36 10 f5 ff fa 07 b2 01 e9 ff 00 00 48;72;432180574;-466264;435;3961127;4150;-11;2042;434;-23;0
[17:34:21.815] ;2f 71 3c 00 58 8d c2 19 a3 e2 f8 ff b3 01 36 10 f9 ff fc 07 b2 01 e9 ff 00 00 48;72;432180568;-466269;435;3961135;4150;-7;2044;434;-23;0
[17:34:22.323] ;c1 70 3c 00 56 8d c2 19 a0 e2 f8 ff b3 01 36 10 f4 ff f9 07 b2 01 ea ff 00 00 48;72;432180566;-466272;435;3961025;4150;-12;2041;434;-22;0
[17:34:22.833] ;46 71 3c 00 53 8d c2 19 9b e2 f8 ff b3 01 37 10 f8 ff fd 07 ac 01 ea ff 00 00 48;72;432180563;-466277;435;3961158;4151;-8;2045;428;-22;0
[17:34:23.342] ;55 71 3c 00 4d 8d c2 19 99 e2 f8 ff b3 01 38 10 f7 ff fb 07 b7 01 e9 ff 00 00 48;72;432180557;-466279;435;3961173;4152;-9;2043;439;-23;0
[17:34:23.853] ;6c 71 3c 00 4b 8d c2 19 9a e2 f8 ff b3 01 38 10 fb ff fc 07 b0 01 e9 ff 00 00 48;72;432180555;-466278;435;3961196;4152;-5;2044;432;-23;0
[17:34:24.361] ;21 71 3c 00 4a 8d c2 19 9a e2 f8 ff b3 01 38 10 f1 ff fa 07 aa 01 e9 ff 00 00 48;72;432180554;-466278;435;3961121;4152;-15;2042;426;-23;0
[17:34:24.870] ;61 71 3c 00 4a 8d c2 19 91 e2 f8 ff b3 01 38 10 f6 ff fe 07 ad 01 e9 ff 00 00 48;72;432180554;-466287;435;3961185;4152;-10;2046;429;-23;0
[17:34:25.378] ;31 71 3c 00 43 8d c2 19 90 e2 f8 ff b3 01 38 10 f8 ff fe 07 ae 01 ea ff 00 00 48;72;432180547;-466288;435;3961137;4152;-8;2046;430;-22;0
[17:34:25.887] ;f7 70 3c 00 43 8d c2 19 8e e2 f8 ff b3 01 36 10 fa ff fd 07 b0 01 e9 ff 00 00 48;72;432180547;-466290;435;3961079;4150;-6;2045;432;-23;0
[17:34:26.396] ;b3 70 3c 00 3a 8d c2 19 8c e2 f8 ff b3 01 36 10 f8 ff fe 07 ac 01 e9 ff 00 00 48;72;432180538;-466292;435;3961011;4150;-8;2046;428;-23;0
[17:34:26.907] ;f6 70 3c 00 36 8d c2 19 87 e2 f8 ff b3 01 36 10 fa ff fa 07 b8 01 e9 ff 00 00 48;72;432180534;-466297;435;3961078;4150;-6;2042;440;-23;0
[17:34:27.415] ;93 71 3c 00 33 8d c2 19 86 e2 f8 ff b3 01 35 10 f3 ff f6 07 ae 01 ea ff 00 00 48;72;432180531;-466298;435;3961235;4149;-13;2038;430;-22;0
[17:34:27.925] ;64 71 3c 00 37 8d c2 19 84 e2 f8 ff b3 01 32 10 f7 ff fc 07 ac 01 ea ff 00 00 48;72;432180535;-466300;435;3961188;4146;-9;2044;428;-22;0
[17:34:28.434] ;4e 71 3c 00 32 8d c2 19 84 e2 f8 ff b3 01 32 10 f7 ff f9 07 b2 01 e9 ff 00 00 48;72;432180530;-466300;435;3961166;4146;-9;2041;434;-23;0
[17:34:28.945] ;d8 70 3c 00 38 8d c2 19 82 e2 f8 ff b3 01 35 10 f5 ff f9 07 aa 01 e9 ff 00 00 48;72;432180536;-466302;435;3961048;4149;-11;2041;426;-23;0
[17:34:29.453] ;07 71 3c 00 36 8d c2 19 81 e2 f8 ff b3 01 36 10 f9 ff 01 08 b3 01 e9 ff 00 00 48;72;432180534;-466303;435;3961095;4150;-7;2049;435;-23;0
[17:34:29.962] ;95 70 3c 00 35 8d c2 19 81 e2 f8 ff b3 01 35 10 f1 ff fd 07 b0 01 e9 ff 00 00 48;72;432180533;-466303;435;3960981;4149;-15;2045;432;-23;0
[17:34:30.471] ;56 71 3c 00 36 8d c2 19 82 e2 f8 ff b2 01 35 10 f3 ff f8 07 a8 01 e9 ff 00 00 48;72;432180534;-466302;434;3961174;4149;-13;2040;424;-23;0
[17:34:30.980] ;16 71 3c 00 39 8d c2 19 87 e2 f8 ff b2 01 35 10 f6 ff fa 07 a4 01 e9 ff 00 00 48;72;432180537;-466297;434;3961110;4149;-10;2042;420;-23;0
[17:34:31.490] ;a5 70 3c 00 3b 8d c2 19 85 e2 f8 ff b2 01 35 10 f5 ff fd 07 ac 01 e9 ff 00 00 48;72;432180539;-466299;434;3960997;4149;-11;2045;428;-23;0
[17:34:31.998] ;20 71 3c 00 39 8d c2 19 85 e2 f8 ff b2 01 36 10 f0 ff fa 07 ad 01 ea ff 00 00 48;72;432180537;-466299;434;3961120;4150;-16;2042;429;-22;0
[17:34:32.508] ;a2 70 3c 00 3a 8d c2 19 84 e2 f8 ff b2 01 36 10 f8 ff fd 07 ab 01 e9 ff 00 00 48;72;432180538;-466300;434;3960994;4150;-8;2045;427;-23;0
[17:34:33.015] ;18 71 3c 00 38 8d c2 19 85 e2 f8 ff b2 01 37 10 f1 ff fe 07 ae 01 e9 ff 00 00 48;72;432180536;-466299;434;3961112;4151;-15;2046;430;-23;0
[17:34:33.526] ;ef 70 3c 00 38 8d c2 19 7c e2 f8 ff b2 01 36 10 f3 ff fb 07 a7 01 e9 ff 00 00 48;72;432180536;-466308;434;3961071;4150;-13;2043;423;-23;0
[17:34:34.033] ;28 71 3c 00 3c 8d c2 19 7b e2 f8 ff b2 01 35 10 f5 ff fc 07 b2 01 e9 ff 00 00 48;72;432180540;-466309;434;3961128;4149;-11;2044;434;-23;0
[17:34:34.544] ;cf 70 3c 00 42 8d c2 19 7f e2 f8 ff b2 01 34 10 f4 ff fb 07 b3 01 e9 ff 00 00 48;72;432180546;-466305;434;3961039;4148;-12;2043;435;-23;0
[17:34:35.052] ;3a 71 3c 00 3e 8d c2 19 7d e2 f8 ff b2 01 31 10 ee ff fc 07 ad 01 e9 ff 00 00 48;72;432180542;-466307;434;3961146;4145;-18;2044;429;-23;0
[17:34:35.563] ;41 71 3c 00 46 8d c2 19 80 e2 f8 ff b2 01 30 10 f4 ff fd 07 b1 01 e9 ff 00 00 48;72;432180550;-466304;434;3961153;4144;-12;2045;433;-23;0
[17:34:36.071] ;9a 70 3c 00 4b 8d c2 19 83 e2 f8 ff b2 01 31 10 f1 ff fc 07 b4 01 ea ff 00 00 48;72;432180555;-466301;434;3960986;4145;-15;2044;436;-22;0
[17:34:36.582] ;d3 70 3c 00 4c 8d c2 19 83 e2 f8 ff b2 01 33 10 f6 ff fa 07 b3 01 e9 ff 00 00 48;72;432180556;-466301;434;3961043;4147;-10;2042;435;-23;0
[17:34:37.090] ;a2 70 3c 00 4d 8d c2 19 88 e2 f8 ff b2 01 35 10 f5 ff fd 07 ae 01 e9 ff 00 00 48;72;432180557;-466296;434;3960994;4149;-11;2045;430;-23;0
[17:34:37.601] ;85 71 3c 00 4a 8d c2 19 85 e2 f8 ff b2 01 36 10 f5 ff fc 07 b2 01 e9 ff 00 00 48;72;432180554;-466299;434;3961221;4150;-11;2044;434;-23;0
[17:34:38.110] ;54 71 3c 00 48 8d c2 19 7c e2 f8 ff b2 01 37 10 f5 ff f7 07 b1 01 e9 ff 00 00 48;72;432180552;-466308;434;3961172;4151;-11;2039;433;-23;0
[17:34:38.619] ;d8 70 3c 00 4f 8d c2 19 84 e2 f8 ff b2 01 36 10 f3 ff fa 07 b5 01 ea ff 00 00 48;72;432180559;-466300;434;3961048;4150;-13;2042;437;-22;0
[17:34:39.128] ;4d 71 3c 00 51 8d c2 19 83 e2 f8 ff b2 01 35 10 f4 ff fb 07 a9 01 e9 ff 00 00 48;72;432180561;-466301;434;3961165;4149;-12;2043;425;-23;0
[17:34:39.635] ;9f 70 3c 00 51 8d c2 19 83 e2 f8 ff b2 01 35 10 f7 ff fb 07 ab 01 e9 ff 00 00 48;72;432180561;-466301;434;3960991;4149;-9;2043;427;-23;0
[17:34:40.145] ;5b 71 3c 00 54 8d c2 19 7f e2 f8 ff b2 01 36 10 f7 ff ff 07 b6 01 e9 ff 00 00 48;72;432180564;-466305;434;3961179;4150;-9;2047;438;-23;0
[17:34:40.653] ;0b 71 3c 00 54 8d c2 19 7c e2 f8 ff b2 01 37 10 f4 ff fc 07 ab 01 ea ff 00 00 48;72;432180564;-466308;434;3961099;4151;-12;2044;427;-22;0
[17:34:41.164] ;48 71 3c 00 5e 8d c2 19 82 e2 f8 ff b2 01 37 10 f7 ff f7 07 a7 01 ea ff 00 00 48;72;432180574;-466302;434;3961160;4151;-9;2039;423;-22;0
[17:34:41.673] ;dd 70 3c 00 61 8d c2 19 85 e2 f8 ff b2 01 38 10 f6 ff fa 07 b1 01 e9 ff 00 00 48;72;432180577;-466299;434;3961053;4152;-10;2042;433;-23;0
[17:34:42.183] ;06 71 3c 00 66 8d c2 19 85 e2 f8 ff b2 01 38 10 f3 ff fc 07 af 01 e9 ff 00 00 48;72;432180582;-466299;434;3961094;4152;-13;2044;431;-23;0
